DateTime,Junction,Vehicles,ID,Weather,Temperature_C,Camera_ID,Operator_Name,Notes
2015-11-02 06:00:00,1,13,20151102061,Rainy,40,C0,Charlie,OK
2015-11-02 07:00:00,1,14,20151102071,Snowy,41,C1,Dana,OK
2015-11-02 08:00:00,1,12,20151102081,Sunny,42,C2,Alice,OK
2015-11-02 09:00:00,1,22,20151102091,Cloudy,43,C3,Bob,OK
2015-11-02 10:00:00,1,32,20151102101,Rainy,44,C4,Charlie,OK
2015-11-02 11:00:00,1,31,20151102111,Snowy,45,C0,Dana,OK
2015-11-02 12:00:00,1,35,20151102121,Sunny,46,C1,Alice,OK
2015-11-02 13:00:00,1,26,20151102131,Cloudy,47,C2,Bob,OK
2015-11-02 14:00:00,1,34,20151102141,Rainy,48,C3,Charlie,OK
2015-11-02 15:00:00,1,30,20151102151,Snowy,49,C4,Dana,OK
2015-11-02 16:00:00,1,27,20151102161,Sunny,50,C0,Alice,OK
2015-11-02 17:00:00,1,27,20151102171,Cloudy,51,C1,Bob,OK
2015-11-02 18:00:00,1,24,20151102181,Rainy,52,C2,Charlie,OK
2015-11-02 19:00:00,1,26,20151102191,Snowy,53,C3,Dana,OK
2015-11-02 20:00:00,1,29,20151102201,Sunny,54,C4,Alice,OK
2015-11-02 21:00:00,1,32,20151102211,Cloudy,55,C0,Bob,OK
2015-11-02 22:00:00,1,30,20151102221,Rainy,56,C1,Charlie,OK
2015-11-02 23:00:00,1,27,20151102231,Snowy,57,C2,Dana,OK
2015-11-03 00:00:00,1,21,20151103001,Sunny,58,C3,Alice,OK
2015-11-03 01:00:00,1,18,20151103011,Cloudy,59,C4,Bob,OK
2015-11-03 02:00:00,1,19,20151103021,Rainy,60,C0,Charlie,OK
2015-11-03 03:00:00,1,13,20151103031,Snowy,61,C1,Dana,OK
2015-11-03 04:00:00,1,11,20151103041,Sunny,62,C2,Alice,OK
2015-11-03 05:00:00,1,11,20151103051,Cloudy,63,C3,Bob,OK
2015-11-03 06:00:00,1,11,20151103061,Rainy,64,C4,Charlie,OK
2015-11-03 07:00:00,1,14,20151103071,Snowy,65,C0,Dana,OK
2015-11-03 08:00:00,1,15,20151103081,Sunny,66,C1,Alice,OK
2015-11-03 09:00:00,1,29,20151103091,Cloudy,67,C2,Bob,OK
2015-11-03 10:00:00,1,33,20151103101,Rainy,68,C3,Charlie,OK
2015-11-03 11:00:00,1,32,20151103111,Snowy,69,C4,Dana,OK
2015-11-03 12:00:00,1,32,20151103121,Sunny,70,C0,Alice,OK
2015-11-03 13:00:00,1,29,20151103131,Cloudy,71,C1,Bob,OK
2015-11-03 14:00:00,1,27,20151103141,Rainy,72,C2,Charlie,OK
2015-11-03 15:00:00,1,26,20151103151,Snowy,73,C3,Dana,OK
2015-11-03 16:00:00,1,28,20151103161,Sunny,74,C4,Alice,OK
2015-11-03 17:00:00,1,26,20151103171,Cloudy,75,C0,Bob,OK
2015-11-03 18:00:00,1,25,20151103181,Rainy,76,C1,Charlie,OK
2015-11-03 19:00:00,1,29,20151103191,Snowy,77,C2,Dana,OK
2015-11-03 20:00:00,1,26,20151103201,Sunny,78,C3,Alice,OK
2015-11-03 21:00:00,1,24,20151103211,Cloudy,79,C4,Bob,OK
2015-11-03 22:00:00,1,25,20151103221,Rainy,80,C0,Charlie,OK
2015-11-03 23:00:00,1,20,20151103231,Snowy,81,C1,Dana,OK
2015-11-04 00:00:00,1,18,20151104001,Sunny,82,C2,Alice,OK
2015-11-04 01:00:00,1,18,20151104011,Cloudy,83,C3,Bob,OK
2015-11-04 02:00:00,1,13,20151104021,Rainy,84,C4,Charlie,OK
2015-11-04 03:00:00,1,13,20151104031,Snowy,85,C0,Dana,OK
2015-11-04 04:00:00,1,10,20151104041,Sunny,86,C1,Alice,OK
2015-11-04 05:00:00,1,12,20151104051,Cloudy,87,C2,Bob,OK
2015-11-04 06:00:00,1,13,20151104061,Rainy,88,C3,Charlie,OK
2015-11-04 07:00:00,1,11,20151104071,Snowy,89,C4,Dana,OK
2015-11-04 08:00:00,1,13,20151104081,Sunny,90,C0,Alice,OK
2015-11-04 09:00:00,1,22,20151104091,Cloudy,91,C1,Bob,OK
2015-11-04 10:00:00,1,26,20151104101,Rainy,92,C2,Charlie,OK
2015-11-04 11:00:00,1,27,20151104111,Snowy,93,C3,Dana,OK
2015-11-04 12:00:00,1,31,20151104121,Sunny,94,C4,Alice,OK
2015-11-04 13:00:00,1,24,20151104131,Cloudy,95,C0,Bob,OK
2015-11-04 14:00:00,1,23,20151104141,Rainy,96,C1,Charlie,OK
2015-11-04 15:00:00,1,26,20151104151,Snowy,97,C2,Dana,OK
2015-11-04 16:00:00,1,26,20151104161,Sunny,98,C3,Alice,OK
2015-11-04 17:00:00,1,24,20151104171,Cloudy,99,C4,Bob,OK
2015-11-04 18:00:00,1,23,20151104181,Rainy,100,C0,Charlie,OK
2015-11-04 19:00:00,1,25,20151104191,Snowy,101,C1,Dana,OK
2015-11-04 20:00:00,1,26,20151104201,Sunny,102,C2,Alice,OK
2015-11-04 21:00:00,1,24,20151104211,Cloudy,103,C3,Bob,OK
2015-11-04 22:00:00,1,26,20151104221,Rainy,104,C4,Charlie,OK
2015-11-04 23:00:00,1,24,20151104231,Snowy,105,C0,Dana,OK
2015-11-05 00:00:00,1,19,20151105001,Sunny,106,C1,Alice,OK
2015-11-05 01:00:00,1,20,20151105011,Cloudy,107,C2,Bob,OK
2015-11-05 02:00:00,1,18,20151105021,Rainy,108,C3,Charlie,OK
2015-11-05 03:00:00,1,13,20151105031,Snowy,109,C4,Dana,OK
2015-11-05 04:00:00,1,13,20151105041,Sunny,110,C0,Alice,OK
2015-11-05 05:00:00,1,9,20151105051,Cloudy,111,C1,Bob,OK
2015-11-05 06:00:00,1,12,20151105061,Rainy,112,C2,Charlie,OK
2015-11-05 07:00:00,1,12,20151105071,Snowy,113,C3,Dana,OK
2015-11-05 08:00:00,1,15,20151105081,Sunny,114,C4,Alice,OK
2015-11-05 09:00:00,1,16,20151105091,Cloudy,115,C0,Bob,OK
2015-11-05 10:00:00,1,23,20151105101,Rainy,116,C1,Charlie,OK
2015-11-05 11:00:00,1,24,20151105111,Snowy,117,C2,Dana,OK
2015-11-05 12:00:00,1,25,20151105121,Sunny,118,C3,Alice,OK
2015-11-05 13:00:00,1,24,20151105131,Cloudy,119,C4,Bob,OK
2015-11-05 14:00:00,1,26,20151105141,Rainy,120,C0,Charlie,OK
2015-11-05 15:00:00,1,22,20151105151,Snowy,121,C1,Dana,OK
2015-11-05 16:00:00,1,20,20151105161,Sunny,122,C2,Alice,OK
2015-11-05 17:00:00,1,20,20151105171,Cloudy,123,C3,Bob,OK
2015-11-05 18:00:00,1,22,20151105181,Rainy,124,C4,Charlie,OK
2015-11-05 19:00:00,1,26,20151105191,Snowy,125,C0,Dana,OK
2015-11-05 20:00:00,1,22,20151105201,Sunny,126,C1,Alice,OK
2015-11-05 21:00:00,1,21,20151105211,Cloudy,127,C2,Bob,OK
2015-11-05 22:00:00,1,21,20151105221,Rainy,128,C3,Charlie,OK
2015-11-05 23:00:00,1,21,20151105231,Snowy,129,C4,Dana,OK
2015-11-06 00:00:00,1,16,20151106001,Sunny,130,C0,Alice,OK
2015-11-06 01:00:00,1,18,20151106011,Cloudy,131,C1,Bob,OK
2015-11-06 02:00:00,1,19,20151106021,Rainy,132,C2,Charlie,OK
2015-11-06 03:00:00,1,14,20151106031,Snowy,133,C3,Dana,OK
2015-11-06 04:00:00,1,12,20151106041,Sunny,134,C4,Alice,OK
2015-11-06 05:00:00,1,13,20151106051,Cloudy,135,C0,Bob,OK
2015-11-06 06:00:00,1,14,20151106061,Rainy,136,C1,Charlie,OK
2015-11-06 07:00:00,1,14,20151106071,Snowy,137,C2,Dana,OK
2015-11-06 08:00:00,1,13,20151106081,Sunny,138,C3,Alice,OK
2015-11-06 09:00:00,1,20,20151106091,Cloudy,139,C4,Bob,OK
2015-11-06 10:00:00,1,22,20151106101,Rainy,140,C0,Charlie,OK
2015-11-06 11:00:00,1,26,20151106111,Snowy,141,C1,Dana,OK
2015-11-06 12:00:00,1,26,20151106121,Sunny,142,C2,Alice,OK
2015-11-06 13:00:00,1,21,20151106131,Cloudy,143,C3,Bob,OK
2015-11-06 14:00:00,1,23,20151106141,Rainy,144,C4,Charlie,OK
2015-11-06 15:00:00,1,23,20151106151,Snowy,145,C0,Dana,OK
2015-11-06 16:00:00,1,19,20151106161,Sunny,146,C1,Alice,OK
2015-11-06 17:00:00,1,19,20151106171,Cloudy,147,C2,Bob,OK
2015-11-06 18:00:00,1,20,20151106181,Rainy,148,C3,Charlie,OK
2015-11-06 19:00:00,1,24,20151106191,Snowy,149,C4,Dana,OK
2015-11-06 20:00:00,1,18,20151106201,Sunny,150,C0,Alice,OK
2015-11-06 21:00:00,1,19,20151106211,Cloudy,151,C1,Bob,OK
2015-11-06 22:00:00,1,16,20151106221,Rainy,152,C2,Charlie,OK
2015-11-06 23:00:00,1,17,20151106231,Snowy,153,C3,Dana,OK
2015-11-07 00:00:00,1,16,20151107001,Sunny,154,C4,Alice,OK
2015-11-07 01:00:00,1,16,20151107011,Cloudy,155,C0,Bob,OK
2015-11-07 02:00:00,1,10,20151107021,Rainy,156,C1,Charlie,OK
2015-11-07 03:00:00,1,9,20151107031,Snowy,157,C2,Dana,OK
2015-11-07 04:00:00,1,8,20151107041,Sunny,158,C3,Alice,OK
2015-11-07 05:00:00,1,7,20151107051,Cloudy,159,C4,Bob,OK
2015-11-07 06:00:00,1,9,20151107061,Rainy,160,C0,Charlie,OK
2015-11-07 07:00:00,1,8,20151107071,Snowy,161,C1,Dana,OK
2015-11-07 08:00:00,1,12,20151107081,Sunny,162,C2,Alice,OK
2015-11-07 09:00:00,1,13,20151107091,Cloudy,163,C3,Bob,OK
2015-11-07 10:00:00,1,17,20151107101,Rainy,164,C4,Charlie,OK
2015-11-07 11:00:00,1,14,20151107111,Snowy,165,C0,Dana,OK
2015-11-07 12:00:00,1,14,20151107121,Sunny,166,C1,Alice,OK
2015-11-07 13:00:00,1,14,20151107131,Cloudy,167,C2,Bob,OK
2015-11-07 14:00:00,1,14,20151107141,Rainy,168,C3,Charlie,OK
2015-11-07 15:00:00,1,11,20151107151,Snowy,169,C4,Dana,OK
2015-11-07 16:00:00,1,15,20151107161,Sunny,170,C0,Alice,OK
2015-11-07 17:00:00,1,13,20151107171,Cloudy,171,C1,Bob,OK
2015-11-07 18:00:00,1,12,20151107181,Rainy,172,C2,Charlie,OK
2015-11-07 19:00:00,1,17,20151107191,Snowy,173,C3,Dana,OK
2015-11-07 20:00:00,1,18,20151107201,Sunny,174,C4,Alice,OK
2015-11-07 21:00:00,1,17,20151107211,Cloudy,175,C0,Bob,OK
2015-11-07 22:00:00,1,16,20151107221,Rainy,176,C1,Charlie,OK
2015-11-07 23:00:00,1,15,20151107231,Snowy,177,C2,Dana,OK
2015-11-08 00:00:00,1,13,20151108001,Sunny,178,C3,Alice,OK
2015-11-08 01:00:00,1,16,20151108011,Cloudy,179,C4,Bob,OK
2015-11-08 02:00:00,1,11,20151108021,Rainy,180,C0,Charlie,OK
2015-11-08 03:00:00,1,8,20151108031,Snowy,181,C1,Dana,OK
2015-11-08 04:00:00,1,10,20151108041,Sunny,182,C2,Alice,OK
2015-11-08 05:00:00,1,10,20151108051,Cloudy,183,C3,Bob,OK
2015-11-08 06:00:00,1,10,20151108061,Rainy,184,C4,Charlie,OK
2015-11-08 07:00:00,1,9,20151108071,Snowy,185,C0,Dana,OK
2015-11-08 08:00:00,1,11,20151108081,Sunny,186,C1,Alice,OK
2015-11-08 09:00:00,1,12,20151108091,Cloudy,187,C2,Bob,OK
2015-11-08 10:00:00,1,18,20151108101,Rainy,188,C3,Charlie,OK
2015-11-08 11:00:00,1,14,20151108111,Snowy,189,C4,Dana,OK
2015-11-08 12:00:00,1,17,20151108121,Sunny,190,C0,Alice,OK
2015-11-08 13:00:00,1,14,20151108131,Cloudy,191,C1,Bob,OK
2015-11-08 14:00:00,1,14,20151108141,Rainy,192,C2,Charlie,OK
2015-11-08 15:00:00,1,14,20151108151,Snowy,193,C3,Dana,OK
2015-11-08 16:00:00,1,12,20151108161,Sunny,194,C4,Alice,OK
2015-11-08 17:00:00,1,14,20151108171,Cloudy,195,C0,Bob,OK
2015-11-08 18:00:00,1,18,20151108181,Rainy,196,C1,Charlie,OK
2015-11-08 19:00:00,1,13,20151108191,Snowy,197,C2,Dana,OK
2015-11-08 20:00:00,1,16,20151108201,Sunny,198,C3,Alice,OK
2015-11-08 21:00:00,1,18,20151108211,Cloudy,199,C4,Bob,OK
2015-11-08 22:00:00,1,14,20151108221,Rainy,200,C0,Charlie,OK
2015-11-08 23:00:00,1,14,20151108231,Snowy,201,C1,Dana,OK
2015-11-09 00:00:00,1,13,20151109001,Sunny,202,C2,Alice,OK
2015-11-09 01:00:00,1,15,20151109011,Cloudy,203,C3,Bob,OK
2015-11-09 02:00:00,1,11,20151109021,Rainy,204,C4,Charlie,OK
2015-11-09 03:00:00,1,10,20151109031,Snowy,205,C0,Dana,OK
2015-11-09 04:00:00,1,9,20151109041,Sunny,206,C1,Alice,OK
2015-11-09 05:00:00,1,8,20151109051,Cloudy,207,C2,Bob,OK
2015-11-09 06:00:00,1,8,20151109061,Rainy,208,C3,Charlie,OK
2015-11-09 07:00:00,1,10,20151109071,Snowy,209,C4,Dana,OK
2015-11-09 08:00:00,1,11,20151109081,Sunny,210,C0,Alice,OK
2015-11-09 09:00:00,1,17,20151109091,Cloudy,211,C1,Bob,OK
2015-11-09 10:00:00,1,19,20151109101,Rainy,212,C2,Charlie,OK
2015-11-09 11:00:00,1,22,20151109111,Snowy,213,C3,Dana,OK
2015-11-09 12:00:00,1,23,20151109121,Sunny,214,C4,Alice,OK
2015-11-09 13:00:00,1,23,20151109131,Cloudy,215,C0,Bob,OK
2015-11-09 14:00:00,1,24,20151109141,Rainy,216,C1,Charlie,OK
2015-11-09 15:00:00,1,24,20151109151,Snowy,217,C2,Dana,OK
2015-11-09 16:00:00,1,19,20151109161,Sunny,218,C3,Alice,OK
2015-11-09 17:00:00,1,19,20151109171,Cloudy,219,C4,Bob,OK
2015-11-09 18:00:00,1,20,20151109181,Rainy,220,C0,Charlie,OK
2015-11-09 19:00:00,1,31,20151109191,Snowy,221,C1,Dana,OK
2015-11-09 20:00:00,1,25,20151109201,Sunny,222,C2,Alice,OK
2015-11-09 21:00:00,1,35,20151109211,Cloudy,223,C3,Bob,OK
2015-11-09 22:00:00,1,21,20151109221,Rainy,224,C4,Charlie,OK
2015-11-09 23:00:00,1,24,20151109231,Snowy,225,C0,Dana,OK
2015-11-10 00:00:00,1,19,20151110001,Sunny,226,C1,Alice,OK
2015-11-10 01:00:00,1,19,20151110011,Cloudy,227,C2,Bob,OK
2015-11-10 02:00:00,1,18,20151110021,Rainy,228,C3,Charlie,OK
2015-11-10 03:00:00,1,17,20151110031,Snowy,229,C4,Dana,OK
2015-11-10 04:00:00,1,12,20151110041,Sunny,230,C0,Alice,OK
2015-11-10 05:00:00,1,10,20151110051,Cloudy,231,C1,Bob,OK
2015-11-10 06:00:00,1,14,20151110061,Rainy,232,C2,Charlie,OK
2015-11-10 07:00:00,1,15,20151110071,Snowy,233,C3,Dana,OK
2015-11-10 08:00:00,1,14,20151110081,Sunny,234,C4,Alice,OK
2015-11-10 09:00:00,1,34,20151110091,Cloudy,235,C0,Bob,OK
2015-11-10 10:00:00,1,40,20151110101,Rainy,236,C1,Charlie,OK
2015-11-10 11:00:00,1,38,20151110111,Snowy,237,C2,Dana,OK
2015-11-10 12:00:00,1,36,20151110121,Sunny,238,C3,Alice,OK
2015-11-10 13:00:00,1,27,20151110131,Cloudy,239,C4,Bob,OK
2015-11-10 14:00:00,1,48,20151110141,Rainy,240,C0,Charlie,OK
2015-11-10 15:00:00,1,43,20151110151,Snowy,241,C1,Dana,OK
2015-11-10 16:00:00,1,41,20151110161,Sunny,242,C2,Alice,OK
2015-11-10 17:00:00,1,35,20151110171,Cloudy,243,C3,Bob,OK
2015-11-10 18:00:00,1,40,20151110181,Rainy,244,C4,Charlie,OK
2015-11-10 19:00:00,1,40,20151110191,Snowy,245,C0,Dana,OK
2015-11-10 20:00:00,1,40,20151110201,Sunny,246,C1,Alice,OK
2015-11-10 21:00:00,1,36,20151110211,Cloudy,247,C2,Bob,OK
2015-11-10 22:00:00,1,37,20151110221,Rainy,248,C3,Charlie,OK
2015-11-10 23:00:00,1,35,20151110231,Snowy,249,C4,Dana,OK
2015-11-11 00:00:00,1,28,20151111001,Sunny,250,C0,Alice,OK
2015-11-11 01:00:00,1,25,20151111011,Cloudy,251,C1,Bob,OK
2015-11-11 02:00:00,1,19,20151111021,Rainy,252,C2,Charlie,OK
2015-11-11 03:00:00,1,21,20151111031,Snowy,253,C3,Dana,OK
2015-11-11 04:00:00,1,20,20151111041,Sunny,254,C4,Alice,OK
2015-11-11 05:00:00,1,15,20151111051,Cloudy,255,C0,Bob,OK
2015-11-11 06:00:00,1,17,20151111061,Rainy,256,C1,Charlie,OK
2015-11-11 07:00:00,1,14,20151111071,Snowy,257,C2,Dana,OK
2015-11-11 08:00:00,1,19,20151111081,Sunny,258,C3,Alice,OK
2015-11-11 09:00:00,1,22,20151111091,Cloudy,259,C4,Bob,OK
2015-11-11 10:00:00,1,30,20151111101,Rainy,260,C0,Charlie,OK
2015-11-11 11:00:00,1,26,20151111111,Snowy,261,C1,Dana,OK
2015-11-11 12:00:00,1,26,20151111121,Sunny,262,C2,Alice,OK
2015-11-11 13:00:00,1,23,20151111131,Cloudy,263,C3,Bob,OK
2015-11-11 14:00:00,1,23,20151111141,Rainy,264,C4,Charlie,OK
2015-11-11 15:00:00,1,24,20151111151,Snowy,265,C0,Dana,OK
2015-11-11 16:00:00,1,22,20151111161,Sunny,266,C1,Alice,OK
2015-11-11 17:00:00,1,24,20151111171,Cloudy,267,C2,Bob,OK
2015-11-11 18:00:00,1,26,20151111181,Rainy,268,C3,Charlie,OK
2015-11-11 19:00:00,1,27,20151111191,Snowy,269,C4,Dana,OK
2015-11-11 20:00:00,1,22,20151111201,Sunny,270,C0,Alice,OK
2015-11-11 21:00:00,1,23,20151111211,Cloudy,271,C1,Bob,OK
2015-11-11 22:00:00,1,22,20151111221,Rainy,272,C2,Charlie,OK
2015-11-11 23:00:00,1,22,20151111231,Snowy,273,C3,Dana,OK
2015-11-12 00:00:00,1,22,20151112001,Sunny,274,C4,Alice,OK
2015-11-12 01:00:00,1,17,20151112011,Cloudy,275,C0,Bob,OK
2015-11-12 02:00:00,1,15,20151112021,Rainy,276,C1,Charlie,OK
2015-11-12 03:00:00,1,12,20151112031,Snowy,277,C2,Dana,OK
2015-11-12 04:00:00,1,13,20151112041,Sunny,278,C3,Alice,OK
2015-11-12 05:00:00,1,9,20151112051,Cloudy,279,C4,Bob,OK
2015-11-12 06:00:00,1,14,20151112061,Rainy,280,C0,Charlie,OK
2015-11-12 07:00:00,1,13,20151112071,Snowy,281,C1,Dana,OK
2015-11-12 08:00:00,1,15,20151112081,Sunny,282,C2,Alice,OK
2015-11-12 09:00:00,1,27,20151112091,Cloudy,283,C3,Bob,OK
2015-11-12 10:00:00,1,39,20151112101,Rainy,284,C4,Charlie,OK
2015-11-12 11:00:00,1,40,20151112111,Snowy,285,C0,Dana,OK
2015-11-12 12:00:00,1,36,20151112121,Sunny,286,C1,Alice,OK
2015-11-12 13:00:00,1,34,20151112131,Cloudy,287,C2,Bob,OK
2015-11-12 14:00:00,1,33,20151112141,Rainy,288,C3,Charlie,OK
2015-11-12 15:00:00,1,28,20151112151,Snowy,289,C4,Dana,OK
2015-11-12 16:00:00,1,30,20151112161,Sunny,290,C0,Alice,OK
2015-11-12 17:00:00,1,26,20151112171,Cloudy,291,C1,Bob,OK
2015-11-12 18:00:00,1,30,20151112181,Rainy,292,C2,Charlie,OK
2015-11-12 19:00:00,1,35,20151112191,Snowy,293,C3,Dana,OK
2015-11-12 20:00:00,1,38,20151112201,Sunny,294,C4,Alice,OK
2015-11-12 21:00:00,1,34,20151112211,Cloudy,295,C0,Bob,OK
2015-11-12 22:00:00,1,30,20151112221,Rainy,296,C1,Charlie,OK
2015-11-12 23:00:00,1,27,20151112231,Snowy,297,C2,Dana,OK
2015-11-13 00:00:00,1,24,20151113001,Sunny,298,C3,Alice,OK
2015-11-13 01:00:00,1,21,20151113011,Cloudy,299,C4,Bob,OK
2015-11-13 02:00:00,1,16,20151113021,Rainy,300,C0,Charlie,OK
2015-11-13 03:00:00,1,16,20151113031,Snowy,301,C1,Dana,OK
2015-11-13 04:00:00,1,13,20151113041,Sunny,302,C2,Alice,OK
2015-11-13 05:00:00,1,11,20151113051,Cloudy,303,C3,Bob,OK
2015-11-13 06:00:00,1,13,20151113061,Rainy,304,C4,Charlie,OK
2015-11-13 07:00:00,1,15,20151113071,Snowy,305,C0,Dana,OK
2015-11-13 08:00:00,1,17,20151113081,Sunny,306,C1,Alice,OK
2015-11-13 09:00:00,1,18,20151113091,Cloudy,307,C2,Bob,OK
2015-11-13 10:00:00,1,24,20151113101,Rainy,308,C3,Charlie,OK
2015-11-13 11:00:00,1,41,20151113111,Snowy,309,C4,Dana,OK
2015-11-13 12:00:00,1,29,20151113121,Sunny,310,C0,Alice,OK
2015-11-13 13:00:00,1,25,20151113131,Cloudy,311,C1,Bob,OK
2015-11-13 14:00:00,1,25,20151113141,Rainy,312,C2,Charlie,OK
2015-11-13 15:00:00,1,26,20151113151,Snowy,313,C3,Dana,OK
2015-11-13 16:00:00,1,25,20151113161,Sunny,314,C4,Alice,OK
2015-11-13 17:00:00,1,24,20151113171,Cloudy,315,C0,Bob,OK
2015-11-13 18:00:00,1,26,20151113181,Rainy,316,C1,Charlie,OK
2015-11-13 19:00:00,1,24,20151113191,Snowy,317,C2,Dana,OK
2015-11-13 20:00:00,1,28,20151113201,Sunny,318,C3,Alice,OK
2015-11-13 21:00:00,1,22,20151113211,Cloudy,319,C4,Bob,OK
2015-11-13 22:00:00,1,23,20151113221,Rainy,320,C0,Charlie,OK
2015-11-13 23:00:00,1,18,20151113231,Snowy,321,C1,Dana,OK
2015-11-14 00:00:00,1,21,20151114001,Sunny,322,C2,Alice,OK
2015-11-14 01:00:00,1,20,20151114011,Cloudy,323,C3,Bob,OK
2015-11-14 02:00:00,1,15,20151114021,Rainy,324,C4,Charlie,OK
2015-11-14 03:00:00,1,13,20151114031,Snowy,325,C0,Dana,OK
2015-11-14 04:00:00,1,10,20151114041,Sunny,326,C1,Alice,OK
2015-11-14 05:00:00,1,10,20151114051,Cloudy,327,C2,Bob,OK
2015-11-14 06:00:00,1,12,20151114061,Rainy,328,C3,Charlie,OK
2015-11-14 07:00:00,1,9,20151114071,Snowy,329,C4,Dana,OK
2015-11-14 08:00:00,1,11,20151114081,Sunny,330,C0,Alice,OK
2015-11-14 09:00:00,1,15,20151114091,Cloudy,331,C1,Bob,OK
2015-11-14 10:00:00,1,16,20151114101,Rainy,332,C2,Charlie,OK
2015-11-14 11:00:00,1,16,20151114111,Snowy,333,C3,Dana,OK
2015-11-14 12:00:00,1,12,20151114121,Sunny,334,C4,Alice,OK
2015-11-14 13:00:00,1,11,20151114131,Cloudy,335,C0,Bob,OK
2015-11-14 14:00:00,1,14,20151114141,Rainy,336,C1,Charlie,OK
2015-11-14 15:00:00,1,16,20151114151,Snowy,337,C2,Dana,OK
2015-11-14 16:00:00,1,18,20151114161,Sunny,338,C3,Alice,OK
2015-11-14 17:00:00,1,13,20151114171,Cloudy,339,C4,Bob,OK
2015-11-14 18:00:00,1,17,20151114181,Rainy,340,C0,Charlie,OK
2015-11-14 19:00:00,1,15,20151114191,Snowy,341,C1,Dana,OK
2015-11-14 20:00:00,1,19,20151114201,Sunny,342,C2,Alice,OK
2015-11-14 21:00:00,1,15,20151114211,Cloudy,343,C3,Bob,OK
2015-11-14 22:00:00,1,19,20151114221,Rainy,344,C4,Charlie,OK
2015-11-14 23:00:00,1,15,20151114231,Snowy,345,C0,Dana,OK
2015-11-15 00:00:00,1,15,20151115001,Sunny,346,C1,Alice,OK
2015-11-15 01:00:00,1,13,20151115011,Cloudy,347,C2,Bob,OK
2015-11-15 02:00:00,1,14,20151115021,Rainy,348,C3,Charlie,OK
2015-11-15 03:00:00,1,10,20151115031,Snowy,349,C4,Dana,OK
2015-11-15 04:00:00,1,8,20151115041,Sunny,350,C0,Alice,OK
2015-11-15 05:00:00,1,9,20151115051,Cloudy,351,C1,Bob,OK
2015-11-15 06:00:00,1,9,20151115061,Rainy,352,C2,Charlie,OK
2015-11-15 07:00:00,1,9,20151115071,Snowy,353,C3,Dana,OK
2015-11-15 08:00:00,1,9,20151115081,Sunny,354,C4,Alice,OK
2015-11-15 09:00:00,1,16,20151115091,Cloudy,355,C0,Bob,OK
2015-11-15 10:00:00,1,18,20151115101,Rainy,356,C1,Charlie,OK
2015-11-15 11:00:00,1,18,20151115111,Snowy,357,C2,Dana,OK
2015-11-15 12:00:00,1,17,20151115121,Sunny,358,C3,Alice,OK
2015-11-15 13:00:00,1,18,20151115131,Cloudy,359,C4,Bob,OK
2015-11-15 14:00:00,1,14,20151115141,Rainy,360,C0,Charlie,OK
2015-11-15 15:00:00,1,15,20151115151,Snowy,361,C1,Dana,OK
